price,tag_seller,tag_condition,storage_gb,neverlock,loan,installment_loan,guarantee,color_black,color_rose,color_gold,color_silver,color_red,chargin_adapter,wire,box,case,glass,earphones,discount,time_exec_pub,time_seller_reg
6000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,178.0
3996.33,1,0,32,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,2735.0
1500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1456.0
7000.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3.0,999.0
2500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2552.0
1000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2004.0
5500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1244.0
5300.0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1913.0
3700.0,1,0,32,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3.0,2370.0
4500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,968.0
5000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3.0,1274.0
4150.0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,1183.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1091.0
6127.71,0,1,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,329.0
2500.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,148.0
5800.0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1244.0
4500.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,3190.0
4500.0,0,0,128,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3.0,1213.0
4500.0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,25.0
5000.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,329.0
3300.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1790.0
5800.0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,787.0
6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3312.0
3300.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,2674.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,2825.0
3700.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1639.0
4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1030.0
4999.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,25.0
7400.0,1,0,128,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,3.0,1333.0
4500.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1517.0
2699.0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,25.0
6500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,25.0
4949.0,1,0,32,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,117.0
6500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,25.0
4200.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,2552.0
3600.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,3.0,482.0
2700.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1609.0
2500.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,1425.0
3900.0,0,0,32,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,25.0
3800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,968.0
1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,25.0
3900.0,1,0,32,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,2674.0
5500.0,1,0,128,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.0,695.0
3000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1305.0
3200.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,56.0
3000.0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,25.0
6800.0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,3282.0
4300.0,1,0,128,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,2004.0
5300.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
3000.0,1,0,32,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3.0,1548.0
500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,148.0
6000.0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,209.0
4395.96,1,0,32,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,3.0,968.0
3900.0,0,0,128,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,299.0
2000.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1517.0
5100.0,1,0,128,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.0,1305.0
4000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,968.0
5500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1486.0
3800.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,2309.0
6000.0,0,0,128,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,3525.0
4500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,268.0
4300.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,940.0
7300.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3.0,178.0
3800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1943.0
6500.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,848.0
1700.0,0,0,32,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,25.0
3600.0,0,0,32,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.0,1395.0
3799.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,237.0
3799.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,25.0
6500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1548.0
1500.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.0,87.0
1000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1213.0
6500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3709.0
3700.0,1,0,32,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3.0,2370.0
3200.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,2370.0
5861.28,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,726.0
4000.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,2582.0
6500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,968.0
4202.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,148.0
4000.0,0,0,32,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,3.0,3435.0
4500.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1456.0
6500.0,0,0,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,695.0
4900.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,25.0
3300.0,1,0,128,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,2582.0
4400.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,209.0
2664.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,879.0
5700.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,421.0
3500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,178.0
3000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,25.0
3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.0,148.0
3500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,879.0
4000.0,1,0,32,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3.0,1425.0
7000.0,0,0,128,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3.0,117.0
4200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,178.0
8200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,268.0
3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,2309.0
3700.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,695.0
4800.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,299.0
3200.0,0,0,32,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3.0,329.0
3500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1305.0
6000.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,1517.0
0.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1244.0
4500.0,0,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,1609.0
4500.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0,25.0
6500.0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,3374.0
4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,268.0
3500.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,756.0
5000.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,360.0
4350.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.0,1609.0
1400.0,0,0,128,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.0,1943.0
2699.0,1,0,32,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3.0,237.0
4300.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,848.0
3300.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1698.0
5999.0,0,0,32,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2.0,1913.0
3400.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3496.0
4500.0,0,0,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,2582.0
3500.0,0,1,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,56.0
6000.0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,603.0
4300.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,543.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1670.0
4999.0,1,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1729.0
4500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,25.0
4600.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,2856.0
5000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,25.0
3000.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,2401.0
5000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,148.0
2600.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2521.0
4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,56.0
5000.0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
4350.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2217.0
3600.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,634.0
6999.0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,603.0
1400.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2064.0
3700.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1456.0
6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,87.0
4800.0,0,0,32,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2.0,56.0
7000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,726.0
3500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1517.0
6000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,329.0
3000.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,87.0
3600.0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,237.0
5800.0,1,0,128,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2.0,87.0
4000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3465.0
4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,452.0
4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2582.0
4599.0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,117.0
3900.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,818.0
6000.0,1,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2401.0
2800.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,452.0
4000.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,1274.0
3000.0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2.0,513.0
6500.0,0,0,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,818.0
6500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.0,360.0
1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2644.0
4999.0,1,0,32,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2.0,237.0
3700.0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0,1670.0
3199.0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,665.0
3500.0,0,0,128,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2.0,2491.0
6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,940.0
7000.0,1,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,695.0
6000.0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,390.0
5594.86,1,0,32,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,2.0,1305.0
5000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2978.0
6700.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1395.0
6500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2886.0
4000.0,0,0,128,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2.0,482.0
3900.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,209.0
3197.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1760.0
5300.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.0,56.0
6500.0,1,0,32,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2.0,4408.0
4000.0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,2248.0
4300.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2552.0
5500.0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1548.0
5799.0,0,0,256,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2.0,756.0
3000.0,0,0,128,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.0,452.0
3100.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
3200.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,87.0
5000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,237.0
3000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,452.0
3900.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1456.0
7400.0,0,0,256,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,968.0
0.0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
4299.0,0,0,128,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,3465.0
5000.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1882.0
2800.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1729.0
2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3039.0
4700.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,999.0
2600.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2.0,390.0
7000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.0,2917.0
4700.0,0,0,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,117.0
4350.0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,3435.0
4000.0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,603.0
4500.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,360.0
6000.0,0,0,128,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,2.0,2978.0
7000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,329.0
0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,1517.0
3200.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1060.0
3300.0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,56.0
4700.0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,87.0
5000.0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,25.0
3500.0,0,0,32,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2.0,1456.0
4000.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,1333.0
3150.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1821.0
2200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,329.0
8500.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1517.0
6800.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1882.0
1499.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2340.0
7000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,543.0
3700.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1121.0
2800.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,56.0
6800.0,1,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1790.0
3500.0,1,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,909.0
5500.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,879.0
3500.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,25.0
10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,999.0
4000.0,0,0,256,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
1299.0,1,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1456.0
5200.0,1,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3282.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1548.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2552.0
5600.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
3300.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
4100.0,0,0,128,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.0,1882.0
4500.0,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,1486.0
6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,390.0
3699.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2.0,329.0
5200.0,1,0,128,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1.0,4470.0
6000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.0,634.0
990.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,360.0
3900.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,25.0
3800.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.0,117.0
4100.0,1,0,32,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2.0,1456.0
4500.0,1,0,32,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0,4470.0
4300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3404.0
7000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1790.0
3800.0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
4800.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,968.0
10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,999.0
4400.0,0,0,256,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2.0,3251.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,940.0
3200.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1030.0
4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,390.0
6000.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,968.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1456.0
4700.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,2064.0
1400.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3190.0
7720.0,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1760.0
3500.0,0,0,32,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,1639.0
5800.0,1,0,128,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,25.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,513.0
3200.0,0,0,32,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,1305.0
3800.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,543.0
8000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,299.0
5500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,2613.0
3500.0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,513.0
7500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,1091.0
3800.0,0,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,543.0
4500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1729.0
4500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,968.0
6500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1517.0
3800.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1121.0
0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1.0,178.0
6400.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1882.0
3000.0,0,0,32,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,237.0
5000.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,513.0
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,25.0
4200.0,0,1,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,56.0
4500.0,0,1,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,56.0
3500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1.0,452.0
3000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,178.0
