price,tag_seller,tag_condition,storage_gb,neverlock,loan,installment_loan,guarantee,color_black,color_rose,color_gold,color_silver,color_red,chargin_adapter,wire,box,case,glass,earphones,discount,time_exec_pub,time_seller_reg,y_pred
2500.0,1,0,32,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1212.0,4771.156085492757
5300.0,0,0,128,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.0,2308.0,4771.156085492757
5100.0,1,1,32,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,2793.0,4771.156085492757
4250.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,3342.0,4771.156085492757
3250.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,542.0,4771.156085492757
4400.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,908.0,4771.156085492757
3699.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,236.0,4771.156085492757
3499.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2.0,236.0,4771.156085492757
3350.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3250.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3220.0,4771.156085492757
3500.0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
2999.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3220.0,4771.156085492757
3250.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,542.0,4771.156085492757
3199.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1.0,3311.0,4771.156085492757
4399.0,1,0,32,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.0,236.0,4771.156085492757
3289.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1.0,2885.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2.0,236.0,4771.156085492757
3497.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2.0,236.0,4771.156085492757
3497.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2.0,236.0,4771.156085492757
3200.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3555.0,4771.156085492757
3467.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.0,236.0,4771.156085492757
3300.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0.0,236.0,4771.156085492757
1200.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,755.0,4771.156085492757
3999.0,1,0,32,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2.0,236.0,4771.156085492757
7499.0,1,0,128,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,2.0,573.0,4771.156085492757
4199.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,236.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
4500.0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,420.0,4771.156085492757
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1.0,236.0,4771.156085492757
5600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1973.0,4771.156085492757
3950.0,1,0,32,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1.0,2916.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.0,236.0,4771.156085492757
4199.0,1,0,32,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
3296.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,542.0,4771.156085492757
3199.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,542.0,4771.156085492757
4399.0,1,0,32,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0,236.0,4771.156085492757
3399.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1.0,3311.0,4771.156085492757
8999.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,908.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.0,236.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,236.0,4771.156085492757
3699.0,1,0,32,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
3699.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,236.0,4771.156085492757
3490.0,1,0,32,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
4400.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,236.0,4771.156085492757
3349.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,236.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
3469.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,236.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1.0,236.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,236.0,4771.156085492757
5000.0,1,0,128,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0.0,3434.0,4771.156085492757
4200.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,512.0,4771.156085492757
4262.75,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
3100.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,633.0,4771.156085492757
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.0,208.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0.0,208.0,4771.156085492757
3499.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,236.0,4771.156085492757
3449.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,236.0,4771.156085492757
3492.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,236.0,4771.156085492757
6199.0,1,0,32,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,236.0,4771.156085492757
5500.0,0,0,128,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,1608.0,4771.156085492757
2200.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
4500.0,1,0,256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0,2400.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
4199.0,1,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,908.0,4771.156085492757
3100.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,3281.0,4771.156085492757
5899.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3830.0,4771.156085492757
3600.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.0,208.0,4771.156085492757
4200.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2490.0,4771.156085492757
3990.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
5899.0,1,0,32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,236.0,4771.156085492757
3499.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
3499.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
3800.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1759.0,4771.156085492757
6499.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,236.0,4771.156085492757
3699.0,1,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,236.0,4771.156085492757
5499.0,1,1,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,208.0,4771.156085492757
11499.0,1,1,256,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,208.0,4771.156085492757
5400.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2.0,1243.0,4771.156085492757
3950.0,1,0,32,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1120.0,4771.156085492757
3499.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,236.0,4771.156085492757
3600.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,236.0,4771.156085492757
4100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,755.0,4771.156085492757
4300.0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2247.0,4771.156085492757
3500.0,1,0,32,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,2916.0,4771.156085492757
4250.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1120.0,4771.156085492757
