price,tag_seller,tag_condition,storage_gb,neverlock,loan,installment_loan,guarantee,color_black,color_rose,color_gold,color_silver,color_red,chargin_adapter,wire,box,case,glass,earphones,discount,time_exec_pub,time_seller_reg,y_pred
3500.0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,237.0,4771.156085492757
2999.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3221.0,4771.156085492757
3296.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1.0,543.0,4771.156085492757
3250.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.0,543.0,4771.156085492757
3199.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2.0,3312.0,4771.156085492757
4399.0,1,0,32,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.0,237.0,4771.156085492757
3289.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2.0,2886.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,3.0,237.0,4771.156085492757
3497.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1.0,237.0,4771.156085492757
3497.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1.0,237.0,4771.156085492757
3200.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3556.0,4771.156085492757
3467.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,3.0,237.0,4771.156085492757
3300.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1.0,237.0,4771.156085492757
1000.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,756.0,4771.156085492757
3999.0,1,0,32,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,237.0,4771.156085492757
7499.0,1,0,128,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,3.0,574.0,4771.156085492757
4199.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,237.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2644.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,237.0,4771.156085492757
4500.0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,421.0,4771.156085492757
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.0,237.0,4771.156085492757
5600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1974.0,4771.156085492757
3950.0,1,0,32,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0,2917.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2.0,237.0,4771.156085492757
4199.0,1,0,32,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,237.0,4771.156085492757
3296.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.0,543.0,4771.156085492757
3199.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.0,543.0,4771.156085492757
4399.0,1,0,32,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.0,237.0,4771.156085492757
3399.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,2.0,3312.0,4771.156085492757
8999.0,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,909.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,237.0,4771.156085492757
4400.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
3699.0,1,0,32,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,237.0,4771.156085492757
3699.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,237.0,4771.156085492757
3490.0,1,0,32,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,237.0,4771.156085492757
5899.0,1,0,32,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
4400.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,237.0,4771.156085492757
3349.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,237.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
3469.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,237.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.0,237.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,237.0,4771.156085492757
5000.0,1,0,128,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.0,3435.0,4771.156085492757
4200.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,513.0,4771.156085492757
4262.75,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,237.0,4771.156085492757
3100.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,634.0,4771.156085492757
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,209.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,209.0,4771.156085492757
3499.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,237.0,4771.156085492757
6199.0,1,0,32,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1.0,237.0,4771.156085492757
5500.0,0,0,128,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1609.0,4771.156085492757
2200.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,237.0,4771.156085492757
5500.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0,237.0,4771.156085492757
3700.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0,237.0,4771.156085492757
3500.0,1,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,237.0,4771.156085492757
4500.0,1,0,256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,2401.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
2999.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
3100.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,3282.0,4771.156085492757
5899.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,3831.0,4771.156085492757
3600.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3.0,209.0,4771.156085492757
4200.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2491.0,4771.156085492757
3600.0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1698.0,4771.156085492757
3990.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,237.0,4771.156085492757
5899.0,1,0,32,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,237.0,4771.156085492757
5150.0,1,1,32,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0,2794.0,4771.156085492757
3499.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
3499.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
3800.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1760.0,4771.156085492757
6499.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,237.0,4771.156085492757
6900.0,0,0,128,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,1333.0,4771.156085492757
3699.0,1,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,237.0,4771.156085492757
5499.0,1,1,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,209.0,4771.156085492757
11499.0,1,1,256,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,209.0,4771.156085492757
3788.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,421.0,4771.156085492757
5800.0,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1030.0,4771.156085492757
5400.0,0,0,128,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3.0,1244.0,4771.156085492757
3950.0,1,0,32,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1121.0,4771.156085492757
3499.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,237.0,4771.156085492757
3600.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,237.0,4771.156085492757
4100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,756.0,4771.156085492757
4300.0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2248.0,4771.156085492757
3500.0,1,0,32,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2.0,2917.0,4771.156085492757
4250.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1121.0,4771.156085492757
7000.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1274.0,4771.156085492757
8999.0,0,1,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1548.0,4771.156085492757
3699.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1.0,237.0,4771.156085492757
3699.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1.0,209.0,4771.156085492757
3999.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3.0,2248.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1639.0,4771.156085492757
5899.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1639.0,4771.156085492757
3999.0,1,0,32,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1639.0,4771.156085492757
2299.0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1639.0,4771.156085492757
6100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1274.0,4771.156085492757
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.0,237.0,4771.156085492757
5000.0,0,0,128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1305.0,4771.156085492757
4099.0,1,0,32,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,209.0,4771.156085492757
3700.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2.0,237.0,4771.156085492757
3999.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2460.0,4771.156085492757
3500.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2460.0,4771.156085492757
11499.0,1,1,256,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,209.0,4771.156085492757
5500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3525.0,4771.156085492757
3700.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2582.0,4771.156085492757
2999.0,1,0,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2.0,2613.0,4771.156085492757
2299.0,1,0,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,2613.0,4771.156085492757
4699.0,1,0,32,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2.0,574.0,4771.156085492757
2397.8,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,909.0,4771.156085492757
4262.75,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,909.0,4771.156085492757
5599.0,1,0,32,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,2613.0,4771.156085492757
3200.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2126.0,4771.156085492757
3700.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,268.0,4771.156085492757
3499.0,1,0,32,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2.0,2613.0,4771.156085492757
3499.0,1,0,32,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2.0,2613.0,4771.156085492757
1899.0,1,0,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,2613.0,4771.156085492757
3499.0,1,0,32,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,2613.0,4771.156085492757
3600.0,0,0,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,237.0,4771.156085492757
5900.0,1,0,32,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0,1121.0,4771.156085492757
5000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1244.0,4771.156085492757
3996.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,209.0,4771.156085492757
3950.0,1,0,32,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2.0,2917.0,4771.156085492757
4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,3131.0,4771.156085492757
4400.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.0,4835.0,4771.156085492757
5600.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2582.0,4771.156085492757
4800.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2825.0,4771.156085492757
1199.0,1,0,16,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,2613.0,4771.156085492757
4100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,1670.0,4771.156085492757
4299.0,1,0,32,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2.0,3587.0,4771.156085492757
500.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1274.0,4771.156085492757
5499.0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,1913.0,4771.156085492757
5300.0,0,0,128,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0,2156.0,4771.156085492757
1500.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1456.0,4771.156085492757
7000.0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,2886.0,4771.156085492757
2750.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,968.0,4771.156085492757
5400.0,0,1,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,390.0,4771.156085492757
5500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,360.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1639.0,4771.156085492757
6999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,2674.0,4771.156085492757
5300.0,1,0,32,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1.0,1974.0,4771.156085492757
6500.0,0,0,128,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2856.0,4771.156085492757
7499.0,1,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1213.0,4771.156085492757
3700.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,2370.0,4771.156085492757
6500.0,0,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1395.0,4771.156085492757
6660.55,1,1,32,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2.0,3678.0,4771.156085492757
5499.0,1,1,128,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.0,1943.0,4771.156085492757
3990.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,237.0,4771.156085492757
3488.0,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,237.0,4771.156085492757
4200.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1244.0,4771.156085492757
6980.0,1,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,695.0,4771.156085492757
3850.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,695.0,4771.156085492757
5999.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,756.0,4771.156085492757
7000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,4043.0,4771.156085492757
5500.0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,968.0,4771.156085492757
4400.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,237.0,4771.156085492757
3170.42,1,0,32,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,2.0,5443.0,4771.156085492757
4928.81,1,0,32,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,2.0,5443.0,4771.156085492757
5300.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,1974.0,4771.156085492757
4499.0,1,0,32,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,3.0,421.0,4771.156085492757
6999.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,2521.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2.0,237.0,4771.156085492757
4400.0,0,0,32,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2.0,360.0,4771.156085492757
5500.0,0,0,128,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.0,1974.0,4771.156085492757
5999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2156.0,4771.156085492757
5699.0,1,0,32,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1.0,209.0,4771.156085492757
6200.0,0,0,128,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,3312.0,4771.156085492757
3729.91,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,148.0,4771.156085492757
4000.0,1,0,32,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2.0,148.0,4771.156085492757
5568.22,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,148.0,4771.156085492757
5900.0,0,0,32,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3.0,848.0,4771.156085492757
4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,360.0,4771.156085492757
5700.0,1,0,64,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1.0,148.0,4771.156085492757
4200.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,421.0,4771.156085492757
5800.0,0,1,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,148.0,4771.156085492757
3420.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,237.0,4771.156085492757
3411.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,237.0,4771.156085492757
5000.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,818.0,4771.156085492757
6499.0,1,0,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,726.0,4771.156085492757
3999.0,1,0,32,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,148.0,4771.156085492757
5799.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,148.0,4771.156085492757
5699.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,148.0,4771.156085492757
4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,756.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,148.0,4771.156085492757
3999.0,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,148.0,4771.156085492757
3399.0,1,0,32,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2.0,237.0,4771.156085492757
4500.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2.0,3251.0,4771.156085492757
2800.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,209.0,4771.156085492757
6200.0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2095.0,4771.156085492757
6500.0,1,0,256,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,1790.0,4771.156085492757
6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1913.0,4771.156085492757
4000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,209.0,4771.156085492757
3998.0,1,1,32,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2.0,117.0,4771.156085492757
4899.0,1,0,128,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.0,2674.0,4771.156085492757
4500.0,1,0,32,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,148.0,4771.156085492757
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,117.0,4771.156085492757
3900.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1486.0,4771.156085492757
5099.0,1,0,64,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,4773.0,4771.156085492757
1999.0,1,0,16,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,4773.0,4771.156085492757
1900.0,1,0,16,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,4773.0,4771.156085492757
2399.0,1,0,32,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,4773.0,4771.156085492757
2299.0,1,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,4773.0,4771.156085492757
3499.0,1,0,32,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1.0,4773.0,4771.156085492757
3399.0,1,0,32,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1.0,4773.0,4771.156085492757
6900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3496.0,4771.156085492757
3700.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,299.0,4771.156085492757
5800.0,0,0,128,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,2095.0,4771.156085492757
3376.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,117.0,4771.156085492757
5300.0,1,0,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,726.0,4771.156085492757
5500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,390.0,4771.156085492757
4999.0,0,0,256,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,148.0,4771.156085492757
6500.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1943.0,4771.156085492757
6500.0,1,0,128,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1.0,1152.0,4771.156085492757
4700.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2582.0,4771.156085492757
7600.0,0,0,128,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3.0,117.0,4771.156085492757
3996.33,1,0,32,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2.0,3282.0,4771.156085492757
6100.0,1,0,32,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0,117.0,4771.156085492757
3999.0,1,0,32,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.0,117.0,4771.156085492757
3699.0,1,0,32,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.0,237.0,4771.156085492757
5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3617.0,4771.156085492757
3364.0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,117.0,4771.156085492757
2800.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2248.0,4771.156085492757
4300.0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2766.0,4771.156085492757
3700.0,0,0,32,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,3221.0,4771.156085492757
7700.0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3678.0,4771.156085492757
3889.0,1,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,2095.0,4771.156085492757
3700.0,1,0,32,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,2370.0,4771.156085492757
4000.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,909.0,4771.156085492757
4262.75,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,421.0,4771.156085492757
5900.0,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.0,695.0,4771.156085492757
7300.0,0,0,128,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2.0,665.0,4771.156085492757
3341.0,1,0,32,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3.0,237.0,4771.156085492757
3700.0,1,0,32,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,2674.0,4771.156085492757
5999.0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,787.0,4771.156085492757
